345176811	281.955	-77.868	174.698
260823248	348.535	-70.058	173.015
259886730	40.861	-66.714	152.349
38469670	61.84	-64.222	171.218
76922247	271.177	-59.21	206.973
220476607	75.571	-56.081	213.983
155896956	4.225	-52.651	159.913
229159785	29.25	-51.766	123.19
291635915	111.856	-51.403	168.375
289074137	224.537	-48.863	162.421
153027837	48.777	-45.665	164.687
147113992	321.755	-44.809	223.016
126584063	314.417	-44.129	162.371
70829383	152.382	-35.857	145.515
92498124	314.872	-33.617	235.551
34798133	306.934	-30.868	173.025
157324520	176.816	-30.287	173.47
269885278	310.817	-29.424	196.078
154234114	121.752	-29.403	214.152
172734582	101.216	-27.342	157.818
72748794	34.744	-25.946	140.272
12880347	4.495	-13.456	164.379
14347470	303.108	-12.617	141.186
288529330	191.629	-11.812	206.947
38086286	169.592	-5.067	232.781
39543054	89.59	-4.651	201.295
250080475	352.881	-4.087	173.983
301564622	55.092	-3.217	167.073
443965212	129.962	11.523	224.815
418189606	300.642	15.592	224.415
394647304	286.989	16.853	143.876
293253336	118.725	19.236	274.913
400316888	91.536	35.388	147.074
39777146	154.716	44.048	190.846
270258076	262.568	47.402	251.792
355916910	201.499	63.261	184.456
102718782	62.396	69.541	288.607
176521059	87.146	-4.095	127.262
352510765	325.124	-74.074	189.605
333606239	12.795	-5.039	196.095
161058448	223.796	53.68	298.862
44577692	340.654	-47.211	160.315
144135094	97.192	36.48	229.478
194531699	5.002	38.227	223.092
287609748	198.468	-45.186	222.608
436862182	41.563	25.65	287.772
281667171	10.107	-59.455	135.29
118295030	33.852	24.271	185.276
33985272	357.562	-29.402	304.646
50226706	278.044	13.737	229.897
468874310	94.011	70.782	223.39
93281916	86.118	-20.127	151.598
66437824	355.158	-18.989	259.478
321684341	321.32	70.478	233.619
258866681	1.235	23.27	304.373
292206680	231.01	-27.305	258.003
281360699	298.014	11.628	159.43
357744191	32.284	71.552	194.613
123234496	281.146	43.833	278.23
151956235	168.954	-39.324	239.916
220412945	70.807	-54.593	226.918
160991902	276.138	-49.653	171.838
344081664	107.882	-49.424	239.663
232022864	96.101	-42.848	177.837
270889166	105.398	6.927	333.002
281498595	6.177	-53.984	207.183
245327925	345.961	21.598	235.135
214990792	342.544	-41.49	240.898
290553722	139.868	0.897	351.594
43866397	77.976	-9.113	323.909
468487835	323.287	40.824	300.028
60847893	111.962	19.045	247.972
301560849	167.418	2.456	306.505
443846457	121.124	9.268	235.589
248194676	310.623	-5.301	279.038
46686960	85.474	-15.631	248.596
418925186	329.037	34.55	300.635
393055414	233.182	10.968	239.181
377727510	282.855	38.627	248.853
165661146	203.636	-38.907	220.411
66549778	341.585	50.21	319.703
129283354	342.559	36.704	370.129
404487000	334.313	12.898	223.98
359391026	261.894	26.795	299.813
320790248	80.582	59.278	231.792
271266069	119.71	10.13	299.649
364182010	312.937	74.78	285.743
311223680	85.862	52.489	242.343
198160324	243.738	60.67	300.132
326113102	331.674	53.131	297.177
248957280	21.756	-0.158	279.395
18583347	72.176	18.709	227.471
136762118	317.795	45.456	338.782
172603242	238.002	15.236	231.344
389020089	339.266	-59.559	317.298
323494153	135.448	6.498	302.09
262604383	132.338	3.684	282.041
71739520	166.582	-44.373	237.452
397558016	183.24	10.038	318.197
67069964	342.693	52.061	244.881
251808762	47.107	57.013	188.651
81041820	124.026	57.094	279.77
41533357	93.775	-71.703	178.115
333541953	11.669	-4.427	445.055
415868365	335.788	9.461	324.327
347572104	45.15	5.986	304.646
157921708	261.036	-34.798	226.525
393895275	200.112	43.111	332.486
100374998	292.72	-6.514	255.459
80384789	165.209	-49.02	277.985
342721199	204.834	-67.671	462.822
230168635	317.996	17.728	401.439
253928127	338.378	-35.445	254.407
183587877	16.884	-41.747	217.228
176640151	353.35	42.847	215.041
188969017	78.584	-15.827	485.043
36954567	157.051	-6.601	308.575
118553305	69.058	21.537	294.901
251854607	8.433	-35.002	177.703
466314628	325.893	9.172	293.605
357500361	229.746	25.692	366.412
281659343	161.639	4.646	316.426
320480526	119.972	9.899	295.077
27549653	122.955	16.524	269.079
391092363	60.275	43.461	408.833
420964096	82.088	-22.434	175.084
97470730	24.286	-29.393	294.933
68654360	73.924	20.002	315.841
56812239	183.12	-3.084	284.83
73626552	39.616	30.817	293.335
306980677	266.65	-62.752	255.388
301232495	350.599	-0.415	382.075
418383992	200.75	-81.31	299.028
171774303	216.493	13.433	310.69
277712053	153.535	3.151	297.878
349760864	224.545	6.905	384.358
384189169	327.655	49.438	287.245
97623696	296.963	-29.159	280.877
291007040	169.647	10.601	370.139
207077159	320.844	-41.553	247.589
4113275	80.325	-5.811	217.416
257401445	257.657	24.532	378.772
379348964	283.489	-54.906	346.631
79881477	296.855	-43.345	235.508
111245241	30.134	-40.731	210.055
451627388	286.281	23.078	427.111
381002396	36.546	10.638	237.196
367505572	109.62	27.253	352.811
65672998	114.006	-3.152	252.077
396160833	38.417	77.667	273.906
308840739	152.284	-15.494	268.957
309284002	233.473	-31.019	290.764
167839774	162.913	-22.072	296.702
36726370	343.958	-7.823	351.375
393640831	199.778	2.903	320.356
